term,n,beta,beta_std,se_naive,se_robust,z,p,odds_ratio,cov_method,pseudo_r2,base_rate,dataset,model,spec,pooled,pooled_spec,p_fdr
tgt_out,4117,0.13692095088754408,0.049033452436881154,0.14022438786098265,0.1438329117539706,0.9519445112934266,0.3411251238654631,1.1467374963561519,"cluster_2way(u,v)",0.26360649707931794,0.8559630799125577,wiki-elec,GINEConv,node4,False,,0.40685617224740206
tgt_in,4117,-4.611699829040716,-1.6388723047901368,0.20781819075769542,0.23971216177017954,-19.238489173787162,0.0,0.009934916287423148,"cluster_2way(u,v)",0.26360649707931794,0.8559630799125577,wiki-elec,GINEConv,node4,False,,0.0
const,4117,5.547513780936391,,0.23043795887922758,0.25925319518016704,21.39805365592955,0.0,256.5988013612952,"cluster_2way(u,v)",0.2281067904237566,0.8724799611367501,wiki-elec,SiGAT,node4,False,,
src_out,4117,-2.368688685933647,-0.6987001985914452,0.2150418956729363,0.2458210191674011,-9.63582648040605,0.0,0.09360338927664048,"cluster_2way(u,v)",0.2281067904237566,0.8724799611367501,wiki-elec,SiGAT,node4,False,,0.0
src_in,4117,0.11872756212256237,0.04016550174588631,0.15294309849065277,0.15481565329454697,0.7668963673632884,0.4431431336595857,1.1260630942557468,"cluster_2way(u,v)",0.2281067904237566,0.8724799611367501,wiki-elec,SiGAT,node4,False,,0.5188017174551247
tgt_out,4117,-0.0018796967933659343,-0.0006731477010334667,0.1447467575784097,0.15140599213751066,-0.012414943205542006,0.990094562949221,0.9981220687302619,"cluster_2way(u,v)",0.2281067904237566,0.8724799611367501,wiki-elec,SiGAT,node4,False,,0.990094562949221
tgt_in,4117,-3.4912735339036645,-1.2407033664963636,0.1848736835849851,0.19218530740795536,-18.166183362251893,0.0,0.030462053000427862,"cluster_2way(u,v)",0.2281067904237566,0.8724799611367501,wiki-elec,SiGAT,node4,False,,0.0
const,9820,5.5673177085661605,,0.14340931818219763,0.15732661233439474,35.38700558004091,0.0,261.73111772606387,"cluster_2way(u,v)",0.24534856121161774,0.8397148676171079,wiki-rfa,walk_full,node4,False,,
src_out,9820,-1.8658048818392434,-0.5302134951880298,0.12582393677772652,0.14972994052215802,-12.461134194888226,0.0,0.15477158689872014,"cluster_2way(u,v)",0.24534856121161774,0.8397148676171079,wiki-rfa,walk_full,node4,False,,0.0
src_in,9820,-0.15460617802493135,-0.05418365571199344,0.08987861445842915,0.1004217453167669,-1.5395687212689537,0.12366551471797615,0.8567525190221844,"cluster_2way(u,v)",0.24534856121161774,0.8397148676171079,wiki-rfa,walk_full,node4,False,,0.16262862209487275
tgt_out,9820,-0.25915002132227016,-0.0911902656307822,0.08879777246297452,0.103752334197873,-2.497775335136344,0.01249753705278911,0.7717072418182713,"cluster_2way(u,v)",0.24534856121161774,0.8397148676171079,wiki-rfa,walk_full,node4,False,,0.018516835974791507
tgt_in,9820,-3.952866058069733,-1.422258032456348,0.12019909959809791,0.14635753546121086,-27.008285194289577,0.0,0.01919959568832747,"cluster_2way(u,v)",0.24534856121161774,0.8397148676171079,wiki-rfa,walk_full,node4,False,,0.0
const,9820,5.739600879819228,,0.14745783401050305,0.1614029964525466,35.56068354348491,0.0,310.9402836699556,"cluster_2way(u,v)",0.2541605054469419,0.8415478615071283,wiki-rfa,walk_localattn4,node4,False,,
